"Date Range","Aug 26 - Nov 23, 2017"
"",""
"",""
"Name","Creator","Type","Supported Platforms","Apple ID","Units","Previous 90 Days","% Change"
"NZBirder","Tilmann Steinmetz","App","iOS","683741764","28","11","155%"
